,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
88,Holly McGhee,Pippin Properties,http://www.pippinproperties.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book","Kate DiCamillo, David Small, Jandy Nelson, Doreen Cronin, Harry Bliss, An Na","New York, US"
89,Kristin Nelson,Nelson Literary Agency,http://www.nelsonagency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Diverse Fiction, #ownvoices","Marie Lu, Josh Malerman, Courtney Milan, Gail Carriger, Hugh Howey, Ally Carter","Denver, US"
90,Suzie Townsend,"New Leaf Literary & Media, Inc.",http://www.newleafliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Diverse Fiction, BIPOC, LGBTQ","Laura Steven, Victoria Aveyard, Natalie Lloyd, Jennifer Ryan, Brigid Kemmer, Christine Day","New York City, US"
91,Melissa Flashman,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir","Stephanie Danler, Anne Boyer, Amina Cain, Emily Gould, Richard L. Hasen","New York, US"
92,Alexa Stark,Trident Media Group,https://www.tridentmediagroup.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction, Feminism","David Bergen, Gabriel Bump, Lindsay Cameron, Joseph Cassara, Matthew Klingle","New York, US"
93,Miriam Kriss,Irene Goodman Literary Agency,https://www.irenegoodman.com/,Email,☑️ Interested in debut authors,"Fiction, Chick Lit, Commercial Fiction, Fantasy, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction","Lilith Saintcrow, Jackie Morse Kessler, Karen Mahoney, Kelly Keaton","New York City, US"
94,Rachel Ekstrom,Folio Literary Management,https://www.foliolit.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Literary Fiction, Mystery, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Business Book, Spirituality","Rachael Lippincott, Kristin Fields, Nina Laurin, Jeff Garvin, Sandra Block","New York City, US"
95,Merrilee Heifetz,Writers House,http://www.writershouse.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Literary Fiction, Science Fiction, Young Adult, Children's Book, Middle Grade","Neil Gaiman, Robin McKinley, Octavia E Butler, Laurell K. Hamilton, Melissa Marr, Cynthia Voigt","New York, US"
96,Henry Dunow,"Dunow, Carlson & Lerner Literary Agency",https://www.dclagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Sports, African-American, Business Book, Children's Book, Graphic Novel, Middle Grade, Mystery, Politics, Short Story, Spirituality, Women's Fiction, Young Adult","Aimee Bender, Alice Sebold, Peter Mountford, Jean Thompson, Robin Black, Hilma Wolitzer","New York City, US"
97,Sandy Lu,Book Wyrm Literary Agency,http://www.bookwyrmlit.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Humor, Literary Fiction, Mystery, Thriller, Young Adult, Nonfiction, Narrative Nonfiction","Jennifer Harlow, Robert Baty, Angela Grace, Michael Dempsey, Michael Boccacino","New York City, US"
98,Laura Bradford,Bradford Literary Agency,https://bradfordlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Fantasy, Graphic Novel, Historical Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, African-American, BIPOC, LGBTQ","Lauren Dane, Megan Hart, Alison Kent, Jenn Bennett, Rachel Solomon, Tessa Bailey","San Diego, US"
99,Tracy Marchini,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Jennifer Robin Barr, Charlene Chua, Sally Deng, Margaret Finnegan, Rita Lorraine Hubbard","Newark, US"
100,Veronique Baxter,David Higham Literary Agency,https://www.davidhigham.co.uk,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Children's Book, Middle Grade, Diverse Fiction, BIPOC, Feminism, LGBTQ","Diana Wynne Jones, Richard Adams, Nick Butterworth, Jonathan Stroud, Alix Nathan","London, GB"
101,Louise Fury,The Bent Agency,http://www.thebentagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Graphic Novel, Romance, Young Adult, Nonfiction, Self-Help, Sports, Children's Book, Middle Grade, Picture Book, Cookbook, Crime Fiction, Humor","Fred Aceves, Lindsay Emory, Lonnie Busch, Dante Medema","New York, US"
102,Lisa Erbach Vance,Aaron M. Priest Literary Agency,http://aaronpriest.com,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction, Diverse Fiction, Crime Fiction, Memoir, Mystery, Romance, Women's Fiction","Harlan Coben, Gregg Hurwitz, Glen Erik Hamilton, B.J. Daniels, Rebecca Hardiman, Sandra Kitt","New York City, US"
103,Rosemary Stimola,Stimola Literary Studio,https://www.stimolaliterarystudio.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade","Suzanne Collins, Mary GrandPré, Mary E. Pearson, Soyna Gulhati, Ellen Hagan","New York, US"
104,Sallyanne Sweeney,Mulcahy Associates,https://mmbcreative.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Cookbook, Memoir, Children's Book, Middle Grade, Picture Book","Juno Dawson, Steve Lenton, Jon Walter, Lucy Van Smit","London, GB"
105,Caitlin McDonald,Donald Maass Literary Agency,http://maassagency.com/,Email,None,"Fiction, Fantasy, Historical Fiction, Horror, Mystery, Romance, Science Fiction, Young Adult, Nonfiction, Children's Book, Middle Grade, Diverse Fiction, Feminism, LGBTQ","C.L. Polk, A.J. Hackwith, Caitlin Starling, Wendy Trimboli","New York, US"
106,Leigh Feldman,Leigh Feldman Literary,http://www.lfliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction","Sarah Dessen, Charles Frazier, Matt Burgess, Parnaz Foroutan, Arthur Golden","New York, US"
107,Will Francis,Janklow & Nesbit Associates,https://janklowandnesbit.co.uk/agency/will-francis,Email,None,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Politics","Jasper Fforde, Evan Davis, Charles Cumming, Kevin Fong","London, GB"
108,Jill Marsal,"Marsal Lyon Literary Agency, LLC",https://www.marsallyonliteraryagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Romance, Thriller, Women's Fiction, Nonfiction, Business Book, Narrative Nonfiction, Politics, Self-Help","Melinda Leigh, Angela Pisel, Matthew Dixon, Lynn Cahoon, Marina Adair","San Diego, US"
109,Andrew Stuart,The Stuart Agency,http://www.stuartagency.com,Email,None,"Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Politics, Sports","Kathleen Parker, William Dietrich, Maia Szalavitz, Kevin Guzman, Kenneth Kamler, Leonard Felder","New York, US"
110,David Fugate,LaunchBooks Literary Agency,www.launchbooks.com,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Humor, Science Fiction, Thriller, Nonfiction, Business Book, Narrative Nonfiction, Politics, Sports","Chris Guillebeau, Andy Weir, Kevin Mitnick, Peter Clines, DJ Molles","San Diego, US"
111,Susan Rabiner,Susan Rabiner Literary Agency,https://www.rabinerlit.com/,Email,None,"Nonfiction, Business Book, Narrative Nonfiction, Self-Help","Herbert Bix, Debby Applegate, Andres Resendez, Mario Livio, Bruce Schneier","New York, US"
112,Jessica Faust,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Business Book, Self-Help, Diverse Fiction, #ownvoices, African-American, BIPOC, LGBTQ","Kay Finch, Vickie Fee, Krista Davis, Melissa Payne, Julie Stone, Laura Bradford","Newark, US"
113,Elana Roth Parker,Laura Dail Literary Agency,http://www.ldlainc.com/,Online submission form,None,"Young Adult, Children's Book, Middle Grade, Picture Book","Kiera Cass, Vern Kousky, Alexa Donne, Dana Mele, Anna Bright","New York, US"
114,Stacy Testa,Writers House,http://www.writershouse.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Humor, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Spirituality","Clara Bensen, Lucie Britsch, Julie Carrick Dalton, Gerta Keller, Rheea Mukherjee","New York City, US"
115,Luke Janklow,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Humor, Literary Fiction, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Sports","Anderson Cooper, Emma Watson, Simon Cowell, Brian Haig, Jilliane Hoffman","New York, US"
116,Christina Hogrebe,Jane Rotrosen Agency,https://www.janerotrosen.com/,Email,☑️ Interested in debut authors,"Fiction, Chick Lit, Commercial Fiction, Historical Fiction, Humor, Literary Fiction, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Kaya McLaren, Beth Kendrick, Robert Dalby, Lacey Alexander, Cathy Yardley","New York City, US"
117,Amy Berkower,Writers House,http://www.writershouse.com/,Email,None,"Fiction, Action & Adventure, Chick Lit, Commercial Fiction, Literary Fiction, Romance, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade","Ken Follett, Laurie Halse Anderson, Ann M. Martin, Erica Bauermeister, Ridley Pearson, Rachel Vail","New York City, US"
118,Joanna Volpe,"New Leaf Literary & Media, Inc.",http://www.newleafliterary.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Science Fiction, Nonfiction, Narrative Nonfiction, Diverse Fiction, BIPOC, Feminism, LGBTQ","Susan Dennard, Holly Black, Daniel Nayeri, Leigh Bardugo, Anna Jarzab","New York, US"
119,Jennifer Rofe,Andrea Brown Literary Agency,https://www.andreabrownlit.com/,Online submission form,☑️ Interested in debut authors,"Children's Book, Middle Grade, Picture Book","Meg Medina, Christina Diaz Gonzalez, Crystal Allen, Barry Wolverton","Chicago, US"
120,Jessica Alvarez,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Mystery, Romance, Thriller, Women's Fiction, Nonfiction, Cookbook, Memoir, Spirituality, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Stacey Kennedy, Sharon Culle, Amy Rose Bennett, Laurel Blount","Newark, US"
121,Dan Conaway,Writers House,http://www.writershouse.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Horror, Literary Fiction, Thriller, Nonfiction, Narrative Nonfiction, Politics, Diverse Fiction, BIPOC, LGBTQ, Children's Book, Fantasy, Memoir, Young Adult","John McWhorter, Louis Bayard, Matt Siegel, Lisa Napoli","New York, US"
122,Cathryn Summerhayes,Curtis Brown UK,https://www.curtisbrown.co.uk/,Email,None,"Fiction, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Self-Help","Ranulph Fiennes, Adam Kay, Lucy Foley, Sandi Toksvig, Shappi Khorsandi, Naomi Wood","London, GB"
123,Howard Yoon,Ross Yoon Literary Agency,https://www.rossyoon.com/,Email,☑️ Interested in debut authors,"Nonfiction, Memoir, Narrative Nonfiction, Politics","Neal Katyal, David Greene, Elise Wu, Julianna Haubner","Washington DC, US"
124,Laura Rennert,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Horror, Literary Fiction, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, Feminism","Maggie Stiefvater, Jay Asher, Ellen Hopkins, Catherine Ryan Hyde, Barry Eisler","Chicago, US"
125,Madeleine Milburn,Madeleine Milburn Literary,http://madeleinemilburn.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Fantasy, Historical Fiction, Horror, Literary Fiction, Mystery, New Adult, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Holly Bourne, Jenna Burtenshaw, Anne Cameron, Nuala Casey","London, GB"
126,Sydelle Kramer,Susan Rabiner Literary Agency,https://www.rabinerlit.com/,Email,None,"Nonfiction, Memoir, Narrative Nonfiction, Politics, Sports","Nate Silver, Alison Bechdel, Martha Nussbaum, Marya Hornbacher","New York, US"
127,John Cusick,Folio Literary Management,http://www.foliojr.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Horror, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Julie Murphy, Christian McKay Heidicke, Laura Sebastian, Joan He, Abdi Nazemian","New York City, US"
128,Marietta Zacker,Gallt & Zacker Literary Agency,https://www.galltzacker.com/,Email,None,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction","Ann Bonwill, Dawn Lairimore, Stephanie Sanders, Hilary Wagner","Newark, US"
129,Liza Dawson,Liza Dawson Associates,https://www.lizadawsonassociates.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Women's Fiction","Tawni O'Dell, Annie Barrows, Robyn Carr, Ross Gay, Marie Bostwick","New York, US"
130,Russell Galen,Scovil Galen Ghosh Literary Agency,http://www.sgglit.com/,Email,None,"Fiction, Action & Adventure, Fantasy, Science Fiction, Nonfiction, Narrative Nonfiction, African-American, Business Book, Children's Book, Commercial Fiction, Cookbook, Historical Fiction, Horror, Literary Fiction, Memoir, Middle Grade, Mystery, Politics, Romance, Spirituality, Sports, Thriller, Young Adult","Terry Goodkind, Diana Gabaldon, Norman Spinrad, Mercedes Lackey, Joan Schenkar, Nick Tosches","New York City, US"
131,Rachel Crawford,MacKenzie Wolf,http://www.mwlit.com/,Email,None,"Fiction, Horror, Literary Fiction, Nonfiction, Narrative Nonfiction, Politics, Diverse Fiction, #ownvoices, LGBTQ","Eric Dean Wilson, Megan Milks, Tom Cho","New York City, US"
132,Kim Lionetti,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Mystery, Romance, Women's Fiction, Young Adult, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Helen Hoang, Kennedy Ryan, Rochelle Weinstein, Christie Craig, Nicola Marsh","Newark, US"
133,Eric Myers,Myers Literary Management,http://www.myersliterary.com/,Email,None,"Fiction, Historical Fiction, Thriller, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade","Chris Grabenstein, Lydia Kang, Bryan Batt, David Neilsen, Simon Gervais","New York, US"
134,Lane Heymont,The Tobias Agency,https://www.thetobiasagency.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Horror, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, #ownvoices","Diana Rodriguez Wallach, John Maszka, Rachel Neff, Claire O'Dell","Nashville, US"
135,Yfat Reiss Gendell,YRG Partners,https://yrgpartners.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Historical Fiction, Science Fiction, Thriller, Women's Fiction, Nonfiction, Memoir","Ernest Cline, Denise Kiernan, Karla Cornejo Villavicencio, Reese Witherspoon","New York, US"
136,Stacey Glick,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Politics, Self-Help, Children's Book, Middle Grade, Women's Fiction","Larry D. Rosen, Jenny Hart, A. J. Hartley, Christie Matheson","New York, US"
137,Amanda Urban,ICM Partners,https://www.icmpartners.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Politics","Toni Morrison, Nora Ephron, Anthony Doerr, Donna Tartt, Tobias Wolff, Jennifer Egan","Los Angeles, US"
138,Brianne Johnson,Writers House,https://www.hgliterary.com/,Email,None,"Fiction, Historical Fiction, Women's Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Wesley King, Fran Manushkin, Margo Kelly, Andrew Root","New York City, US"
139,Nancy Yost,Nancy Yost Literary Agency,http://www.nyliterary.com/,Online submission form,None,"Fiction, Historical Fiction, Mystery, Thriller, Women's Fiction, Fantasy, Romance, Science Fiction","Beverly Jenkins, Stephanie Laurens, Suzanne Enoch, Miranda James, Victoria Thompson","New York, US"
